date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_win
2000-04-26,Romania,Cyprus,2,0,Friendly,Constanţa,Romania,False,True
2000-04-26,Russia,United States,2,0,Friendly,Moscow,Russia,False,True
2000-04-26,San Marino,Moldova,0,1,Friendly,Serravalle,San Marino,False,False
2000-04-26,Venezuela,Argentina,0,4,FIFA World Cup qualification,Maracaibo,Venezuela,False,False
2000-04-29,British Virgin Islands,Sint Maarten,0,0,Friendly,Road Town,British Virgin Islands,False,False
2000-04-29,South Africa,Mauritius,3,0,COSAFA Cup,Rustenburg,South Africa,False,True
2000-04-30,British Virgin Islands,Antigua and Barbuda,1,1,Friendly,Road Town,British Virgin Islands,False,False
2000-05-01,Maldives,Sri Lanka,1,1,Friendly,Malé,Maldives,False,False
2000-05-01,Jersey,Guernsey,1,0,Muratti Vase,St Helier,Jersey,False,True
2000-05-04,Cape Verde,Gambia,1,1,Amílcar Cabral Cup,Praia,Cape Verde,False,False
2000-05-04,Maldives,Bangladesh,1,1,Friendly,Malé,Maldives,False,False
2000-05-06,Cape Verde,Sierra Leone,1,0,Amílcar Cabral Cup,Praia,Cape Verde,False,True
2000-05-07,Antigua and Barbuda,Saint Vincent and the Grenadines,2,1,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,True
2000-05-07,Cuba,Barbados,1,1,FIFA World Cup qualification,Havana,Cuba,False,False
2000-05-07,El Salvador,Guatemala,1,1,FIFA World Cup qualification,San Salvador,El Salvador,False,False
2000-05-07,Honduras,Panama,3,1,FIFA World Cup qualification,Tegucigalpa,Honduras,False,True
2000-05-07,Trinidad and Tobago,Haiti,3,1,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,True
2000-05-08,Cape Verde,Senegal,2,2,Amílcar Cabral Cup,Praia,Cape Verde,False,False
2000-05-08,Maldives,India,1,0,Friendly,Malé,Maldives,False,True
2000-05-10,Maldives,Sri Lanka,1,1,Friendly,Malé,Maldives,False,False
2000-05-11,Cape Verde,Guinea,2,0,Amílcar Cabral Cup,Praia,Cape Verde,False,True
2000-05-14,Cape Verde,Senegal,1,0,Amílcar Cabral Cup,Praia,Cape Verde,False,True
2000-05-14,Jamaica,Panama,0,1,Friendly,Montego Bay,Jamaica,False,False
2000-05-14,Zimbabwe,Namibia,3,2,COSAFA Cup,Harare,Zimbabwe,False,True
2000-05-18,Thailand,Uzbekistan,2,0,Friendly,Bangkok,Thailand,False,True
2000-05-19,Haiti,Trinidad and Tobago,1,1,FIFA World Cup qualification,Port-au-Prince,Haiti,False,False
2000-05-20,Malawi,Angola,0,0,COSAFA Cup,Blantyre,Malawi,False,False
2000-05-21,Saint Vincent and the Grenadines,Antigua and Barbuda,4,0,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,True
2000-05-21,Barbados,Cuba,1,1,FIFA World Cup qualification,Bridgetown,Barbados,False,False
2000-05-21,Lebanon,Saudi Arabia,0,0,Friendly,Zahlé,Lebanon,False,False
2000-05-21,Panama,Nicaragua,4,0,FIFA World Cup qualification,Panama City,Panama,False,True
2000-05-23,Jordan,Kyrgyzstan,2,0,WAFF Championship,Amman,Jordan,False,True
2000-05-23,Wales,Brazil,0,3,Friendly,Cardiff,Wales,False,False
2000-05-24,Slovakia,Saudi Arabia,1,1,Friendly,Nitra,Slovakia,False,False
2000-05-25,China PR,Serbia,0,2,Friendly,Beijing,China PR,False,False
2000-05-25,Jordan,Iraq,0,0,WAFF Championship,Amman,Jordan,False,False
2000-05-26,Algeria,Burkina Faso,2,0,Friendly,Algiers,Algeria,False,True
2000-05-27,Canada,Trinidad and Tobago,1,0,Friendly,Toronto,Canada,False,True
2000-05-27,Cuba,Haiti,0,1,Friendly,Havana,Cuba,False,False
2000-05-27,England,Brazil,1,1,Friendly,London,England,False,False
2000-05-27,Jordan,Lebanon,0,0,WAFF Championship,Amman,Jordan,False,False
2000-05-27,Netherlands,Romania,2,1,Friendly,Amsterdam,Netherlands,False,True
2000-05-27,Norway,Slovakia,2,0,Friendly,Oslo,Norway,False,True
2000-05-28,Croatia,France,0,2,Friendly,Zagreb,Croatia,False,False
2000-05-28,South Korea,Serbia,0,0,Friendly,Seoul,South Korea,False,False
2000-05-28,Macau,Hong Kong,0,1,Friendly,Macau,Macau,False,False
2000-05-28,Malta,South Africa,0,1,Friendly,Attard,Malta,False,False
2000-05-29,Cuba,Haiti,1,1,Friendly,Havana,Cuba,False,False
2000-05-30,Canada,Honduras,2,1,Friendly,Winnipeg,Canada,False,True
2000-05-30,Republic of Ireland,Scotland,1,2,Friendly,Dublin,Republic of Ireland,False,False
2000-05-30,South Korea,Serbia,0,0,Friendly,Seongnam,South Korea,False,False
2000-05-31,England,Ukraine,2,0,Friendly,London,England,False,True
2000-05-31,Hungary,Saudi Arabia,2,2,Friendly,Győr,Hungary,False,False
2000-05-31,Jordan,Iran,0,1,WAFF Championship,Amman,Jordan,False,False
2000-05-31,Russia,Slovakia,1,1,Friendly,Moscow,Russia,False,False
2000-05-31,Venezuela,Panama,3,1,Friendly,San Cristóbal,Venezuela,False,True
2000-06-02,Jordan,Iraq,1,4,WAFF Championship,Amman,Jordan,False,False
2000-06-02,Portugal,Wales,3,0,Friendly,Chaves,Portugal,False,True
2000-06-02,Singapore,Qatar,1,5,Friendly,Singapore,Singapore,False,False
2000-06-03,Algeria,Guinea,4,0,Friendly,Annaba,Algeria,False,True
2000-06-03,Denmark,Belgium,2,2,Friendly,Copenhagen,Denmark,False,False
2000-06-03,Germany,Czech Republic,3,2,Friendly,Nuremberg,Germany,False,True
2000-06-03,Honduras,Haiti,4,0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,True
2000-06-03,Hungary,Israel,2,1,Friendly,Budapest,Hungary,False,True
2000-06-03,Latvia,Finland,1,0,Friendly,Riga,Latvia,False,True
2000-06-03,Malta,England,1,2,Friendly,Attard,Malta,False,False
2000-06-03,Norway,Italy,1,0,Friendly,Oslo,Norway,False,True
2000-06-03,Paraguay,Ecuador,3,1,FIFA World Cup qualification,Asunción,Paraguay,False,True
2000-06-03,Romania,Greece,2,1,Friendly,Bucharest,Romania,False,True
2000-06-03,Slovenia,Saudi Arabia,2,0,Friendly,Ljubljana,Slovenia,False,True
2000-06-03,Sweden,Spain,1,1,Friendly,Gothenburg,Sweden,False,False
2000-06-03,Uruguay,Chile,2,1,FIFA World Cup qualification,Montevideo,Uruguay,False,True
2000-06-03,United States,South Africa,4,0,USA Cup,Washington,United States,False,True
2000-06-04,Argentina,Bolivia,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,True
2000-06-04,Azerbaijan,Georgia,0,0,Friendly,Baku,Azerbaijan,False,False
2000-06-04,Benin,Togo,1,2,Friendly,Cotonou,Benin,False,False
2000-06-04,Colombia,Venezuela,3,0,FIFA World Cup qualification,Bogotá,Colombia,False,True
2000-06-04,Cuba,Canada,0,1,FIFA World Cup qualification,Havana,Cuba,False,False
2000-06-04,Estonia,Belarus,2,0,Friendly,Tallinn,Estonia,False,True
2000-06-04,Moldova,Russia,0,1,Friendly,Chișinău,Moldova,False,False
2000-06-04,Morocco,Jamaica,1,0,King Hassan II Tournament,Casablanca,Morocco,False,True
2000-06-04,Nigeria,Malawi,3,2,Friendly,Kano,Nigeria,False,True
2000-06-04,Peru,Brazil,0,1,FIFA World Cup qualification,Lima,Peru,False,False
2000-06-04,Senegal,Zambia,0,0,Friendly,Dakar,Senegal,False,False
2000-06-06,Morocco,France,1,5,King Hassan II Tournament,Casablanca,Morocco,False,False
2000-06-06,Nigeria,Malawi,4,1,Friendly,Port Harcourt,Nigeria,False,True
2000-06-06,Senegal,Zambia,0,0,Friendly,Dakar,Senegal,False,False
2000-06-06,United States,Republic of Ireland,1,1,USA Cup,Foxborough,United States,False,False
2000-06-07,Germany,Liechtenstein,8,2,Friendly,Freiburg,Germany,False,True
2000-06-07,Iran,Egypt,1,1,Friendly,Tehran,Iran,False,False
2000-06-07,Luxembourg,Spain,0,1,Friendly,Luxembourg,Luxembourg,False,False
2000-06-09,Australia,Paraguay,0,0,Friendly,Sydney,Australia,False,False
2000-06-09,Iran,North Macedonia,3,1,Friendly,Tehran,Iran,False,True
2000-06-10,Belgium,Sweden,2,1,UEFA Euro,Brussels,Belgium,False,True
2000-06-10,Saint Vincent and the Grenadines,Barbados,1,0,Friendly,Kingstown,Saint Vincent and the Grenadines,False,True
2000-06-10,Thailand,Qatar,2,3,Friendly,Bangkok,Thailand,False,False
2000-06-11,Antigua and Barbuda,Guatemala,0,1,FIFA World Cup qualification,St. John's,Antigua and Barbuda,False,False
2000-06-11,Canada,Cuba,0,0,FIFA World Cup qualification,Winnipeg,Canada,False,False
2000-06-11,Estonia,Georgia,1,0,Friendly,Tallinn,Estonia,False,True
2000-06-11,Japan,Slovakia,1,1,Kirin Cup,Rifu,Japan,False,False
2000-06-11,Lesotho,Zambia,0,0,COSAFA Cup,Maseru,Lesotho,False,False
2000-06-11,Netherlands,Czech Republic,1,0,UEFA Euro,Amsterdam,Netherlands,False,True
2000-06-11,Tunisia,Senegal,4,1,Friendly,Tunis,Tunisia,False,True
2000-06-11,United States,Mexico,3,0,USA Cup,East Rutherford,United States,False,True
2000-06-11,Gibraltar,Monaco,5,0,Friendly,Gibraltar,Gibraltar,False,True
2000-06-12,Australia,Paraguay,0,0,Friendly,Brisbane,Australia,False,False
2000-06-12,New Caledonia,Vanuatu,3,1,Friendly,Nouméa,New Caledonia,False,True
2000-06-14,Belgium,Italy,0,2,UEFA Euro,Brussels,Belgium,False,False
2000-06-14,Kenya,Burkina Faso,0,1,Friendly,Nairobi,Kenya,False,False
2000-06-15,Australia,Paraguay,2,1,Friendly,Melbourne,Australia,False,True
2000-06-15,New Caledonia,Vanuatu,1,0,Friendly,Nouméa,New Caledonia,False,True
2000-06-16,Algeria,Senegal,1,1,FIFA World Cup qualification,Annaba,Algeria,False,False
2000-06-16,Netherlands,Denmark,3,0,UEFA Euro,Rotterdam,Netherlands,False,True
2000-06-17,Egypt,Ghana,2,0,Friendly,Cairo,Egypt,False,True
2000-06-17,Haiti,Honduras,1,3,FIFA World Cup qualification,Port-au-Prince,Haiti,False,False
2000-06-17,Madagascar,DR Congo,3,0,FIFA World Cup qualification,Antananarivo,Madagascar,False,True
2000-06-17,Malawi,Burkina Faso,1,1,FIFA World Cup qualification,Blantyre,Malawi,False,False
2000-06-17,Namibia,Morocco,0,0,FIFA World Cup qualification,Windhoek,Namibia,False,False
2000-06-17,Nigeria,Sierra Leone,2,0,FIFA World Cup qualification,Lagos,Nigeria,False,True
2000-06-18,Angola,Zambia,2,1,FIFA World Cup qualification,Luanda,Angola,False,True
2000-06-18,Guatemala,Antigua and Barbuda,8,1,FIFA World Cup qualification,Guatemala City,Guatemala,False,True
2000-06-18,Ivory Coast,Tunisia,2,2,FIFA World Cup qualification,Abidjan,Ivory Coast,False,False
2000-06-18,Japan,Bolivia,2,0,Kirin Cup,Yokohama,Japan,False,True
2000-06-18,Libya,Cameroon,0,3,FIFA World Cup qualification,Tripoli,Libya,False,False
2000-06-18,South Africa,Eswatini,2,0,COSAFA Cup,Witbank,South Africa,False,True
2000-06-18,Sudan,Liberia,2,0,FIFA World Cup qualification,Omdurman,Sudan,False,True
2000-06-19,Belgium,Turkey,0,2,UEFA Euro,Brussels,Belgium,False,False
2000-06-20,Madagascar,Mauritius,1,1,Friendly,Antananarivo,Madagascar,False,False
2000-06-21,Netherlands,France,3,2,UEFA Euro,Amsterdam,Netherlands,False,True
2000-06-21,Paraguay,Costa Rica,1,0,Friendly,Ciudad del Este,Paraguay,False,True
2000-06-23,Gabon,Congo,0,2,Friendly,Libreville,Gabon,False,False
2000-06-24,Madagascar,Mauritius,1,0,Friendly,Antananarivo,Madagascar,False,True
2000-06-24,Uganda,Rwanda,2,1,Friendly,Kampala,Uganda,False,True
2000-06-25,Ecuador,Panama,5,0,Friendly,Quito,Ecuador,False,True
2000-06-25,Gabon,Congo,2,3,Friendly,Libreville,Gabon,False,False
2000-06-25,Lebanon,Kuwait,3,1,Friendly,Tripoli,Lebanon,False,True
2000-06-25,Netherlands,Serbia,6,1,UEFA Euro,Rotterdam,Netherlands,False,True
2000-06-28,Brazil,Uruguay,1,1,FIFA World Cup qualification,Rio de Janeiro,Brazil,False,False
2000-06-28,Tunisia,Algeria,2,2,Friendly,Tunis,Tunisia,False,False
2000-06-28,Venezuela,Bolivia,4,2,FIFA World Cup qualification,San Cristóbal,Venezuela,False,True
2000-06-29,Barbados,Trinidad and Tobago,0,0,Friendly,Bridgetown,Barbados,False,False
2000-06-29,Chile,Paraguay,3,1,FIFA World Cup qualification,Santiago,Chile,False,True
2000-06-29,Colombia,Argentina,1,3,FIFA World Cup qualification,Bogotá,Colombia,False,False
2000-06-29,Ecuador,Peru,2,1,FIFA World Cup qualification,Quito,Ecuador,False,True
2000-06-29,Netherlands,Italy,0,0,UEFA Euro,Amsterdam,Netherlands,False,False
2000-06-30,Chad,Libya,3,1,African Cup of Nations qualification,N'Djamena,Chad,False,True
2000-06-30,Djibouti,Burundi,1,3,African Cup of Nations qualification,Djibouti,Djibouti,False,False
2000-07-01,Botswana,Madagascar,1,0,African Cup of Nations qualification,Gaborone,Botswana,False,True
2000-07-01,Costa Rica,Panama,5,1,Friendly,Alajuela,Costa Rica,False,True
2000-07-01,Gambia,Guinea,2,2,African Cup of Nations qualification,Bakau,Gambia,False,False
2000-07-01,São Tomé and Príncipe,Gabon,1,1,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,False
2000-07-01,Seychelles,Zimbabwe,0,1,African Cup of Nations qualification,Victoria,Seychelles,False,False
2000-07-01,Tanzania,Mauritius,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,False,False
2000-07-01,Uganda,Malawi,3,1,African Cup of Nations qualification,Kampala,Uganda,False,True
2000-07-02,Benin,Namibia,2,0,African Cup of Nations qualification,Cotonou,Benin,False,True
2000-07-02,Central African Republic,DR Congo,1,1,African Cup of Nations qualification,Bangui,Central African Republic,False,False
2000-07-02,Equatorial Guinea,Angola,0,1,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,False
2000-07-02,Ethiopia,Zambia,1,0,African Cup of Nations qualification,Addis Ababa,Ethiopia,False,True
2000-07-02,Jamaica,Cuba,1,1,Friendly,Kingston,Jamaica,False,False
2000-07-02,Lesotho,Mozambique,1,0,African Cup of Nations qualification,Maseru,Lesotho,False,True
2000-07-02,Niger,Ivory Coast,0,1,African Cup of Nations qualification,Niamey,Niger,False,False
2000-07-02,Rwanda,Congo,2,1,African Cup of Nations qualification,Kigali,Rwanda,False,True
2000-07-02,Saint Vincent and the Grenadines,Trinidad and Tobago,2,1,Friendly,Kingstown,Saint Vincent and the Grenadines,False,True
2000-07-02,Sudan,Eritrea,5,1,African Cup of Nations qualification,Khartoum,Sudan,False,True
2000-07-04,Rwanda,Uganda,2,0,Friendly,Kigali,Rwanda,False,True
2000-07-04,Trinidad and Tobago,Cuba,4,1,Friendly,Macoya,Trinidad and Tobago,False,True
2000-07-05,Jamaica,Barbados,5,0,Friendly,Kingston,Jamaica,False,True
2000-07-05,Mexico,Venezuela,2,1,Friendly,Monterrey,Mexico,False,True
2000-07-06,Cape Verde,Angola,1,1,Friendly,Praia,Cape Verde,False,False
2000-07-06,Malawi,Namibia,1,2,Friendly,Lilongwe,Malawi,False,False
2000-07-08,Trinidad and Tobago,Jamaica,2,4,Friendly,Port of Spain,Trinidad and Tobago,False,False
2000-07-08,Tunisia,Madagascar,1,0,FIFA World Cup qualification,Tunis,Tunisia,False,True
2000-07-08,Zambia,Togo,2,0,FIFA World Cup qualification,Lusaka,Zambia,False,True
2000-07-09,Cameroon,Angola,3,0,FIFA World Cup qualification,Yaoundé,Cameroon,False,True
2000-07-09,DR Congo,Congo,2,0,FIFA World Cup qualification,Kinshasa,DR Congo,False,True
2000-07-09,Ghana,Sierra Leone,5,0,FIFA World Cup qualification,Accra,Ghana,False,True
2000-07-09,Liberia,Nigeria,2,1,FIFA World Cup qualification,Paynesville,Liberia,False,True
2000-07-09,Morocco,Algeria,2,1,FIFA World Cup qualification,Fez,Morocco,False,True
2000-07-09,Senegal,Egypt,0,0,FIFA World Cup qualification,Dakar,Senegal,False,False
2000-07-09,Zimbabwe,South Africa,0,2,FIFA World Cup qualification,Harare,Zimbabwe,False,False
2000-07-14,Libya,Chad,3,1,African Cup of Nations qualification,Tripoli,Libya,False,True
2000-07-15,Burundi,Djibouti,1,0,African Cup of Nations qualification,Bujumbura,Burundi,False,True
2000-07-15,Eritrea,Sudan,2,1,African Cup of Nations qualification,Asmara,Eritrea,False,True
2000-07-15,Gabon,São Tomé and Príncipe,4,1,African Cup of Nations qualification,Libreville,Gabon,False,True
2000-07-15,Kenya,Eswatini,3,0,African Cup of Nations qualification,Nairobi,Kenya,False,True
2000-07-15,Madagascar,Botswana,2,0,African Cup of Nations qualification,Antananarivo,Madagascar,False,True
2000-07-15,Malawi,Uganda,1,2,African Cup of Nations qualification,Blantyre,Malawi,False,False
2000-07-15,Namibia,Benin,8,2,African Cup of Nations qualification,Windhoek,Namibia,False,True
2000-07-15,Zambia,Ethiopia,2,0,African Cup of Nations qualification,Lusaka,Zambia,False,True
2000-07-16,Saint Vincent and the Grenadines,Jamaica,0,1,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,False
2000-07-16,Angola,Equatorial Guinea,4,1,African Cup of Nations qualification,Luanda,Angola,False,True
2000-07-16,Barbados,Costa Rica,2,1,FIFA World Cup qualification,Bridgetown,Barbados,False,True
2000-07-16,Canada,Trinidad and Tobago,0,2,FIFA World Cup qualification,Edmonton,Canada,False,False
2000-07-16,Congo,Rwanda,5,1,African Cup of Nations qualification,Pointe-Noire,Congo,False,True
2000-07-16,DR Congo,Central African Republic,2,0,African Cup of Nations qualification,Kinshasa,DR Congo,False,True
2000-07-16,El Salvador,Honduras,2,5,FIFA World Cup qualification,San Salvador,El Salvador,False,False
2000-07-16,Guatemala,United States,1,1,FIFA World Cup qualification,Mazatenango,Guatemala,False,False
2000-07-16,Guinea,Gambia,2,0,African Cup of Nations qualification,Conakry,Guinea,False,True
2000-07-16,Ivory Coast,Niger,6,0,African Cup of Nations qualification,Abidjan,Ivory Coast,False,True
2000-07-16,Mauritius,Tanzania,3,2,African Cup of Nations qualification,Curepipe,Mauritius,False,True
2000-07-16,Mozambique,Lesotho,1,0,African Cup of Nations qualification,Maputo,Mozambique,False,True
2000-07-16,Zimbabwe,Seychelles,5,0,African Cup of Nations qualification,Bulawayo,Zimbabwe,False,True
2000-07-16,Panama,Mexico,0,1,FIFA World Cup qualification,Panama City,Panama,False,False
2000-07-18,Paraguay,Brazil,2,1,FIFA World Cup qualification,Asunción,Paraguay,False,True
2000-07-18,Uruguay,Venezuela,3,1,FIFA World Cup qualification,Montevideo,Uruguay,False,True
2000-07-19,Argentina,Ecuador,2,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,True
2000-07-19,Bolivia,Chile,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,True
2000-07-19,Peru,Colombia,0,1,FIFA World Cup qualification,Lima,Peru,False,False
2000-07-22,Guatemala,Barbados,2,0,FIFA World Cup qualification,Quetzaltenango,Guatemala,False,True
2000-07-23,El Salvador,Saint Vincent and the Grenadines,7,1,FIFA World Cup qualification,San Salvador,El Salvador,False,True
2000-07-23,Costa Rica,United States,2,1,FIFA World Cup qualification,San José,Costa Rica,False,True
2000-07-23,Jamaica,Honduras,3,1,FIFA World Cup qualification,Kingston,Jamaica,False,True
2000-07-23,Lesotho,Angola,2,1,COSAFA Cup,Maseru,Lesotho,False,True
2000-07-23,Panama,Canada,0,0,FIFA World Cup qualification,Panama City,Panama,False,False
2000-07-23,Trinidad and Tobago,Mexico,1,0,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,False,True
2000-07-25,Ecuador,Colombia,0,0,FIFA World Cup qualification,Quito,Ecuador,False,False
2000-07-25,Venezuela,Chile,0,2,FIFA World Cup qualification,San Cristóbal,Venezuela,False,False
2000-07-26,Brazil,Argentina,3,1,FIFA World Cup qualification,São Paulo,Brazil,False,True
2000-07-26,Bulgaria,Azerbaijan,2,1,Friendly,Varna,Bulgaria,False,True
2000-07-26,Uruguay,Peru,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,False
2000-07-27,Bolivia,Paraguay,0,0,FIFA World Cup qualification,La Paz,Bolivia,False,False
2000-07-27,Iceland,Malta,5,0,Friendly,Reykjavík,Iceland,False,True
2000-07-28,China PR,South Korea,0,1,Friendly,Beijing,China PR,False,False
2000-07-29,South Africa,Zimbabwe,0,1,COSAFA Cup,Port Elizabeth,South Africa,False,False
2000-08-05,Lebanon,Oman,3,1,Friendly,Zahlé,Lebanon,False,True
2000-08-06,Guyana,Trinidad and Tobago,0,0,Friendly,Georgetown,Guyana,False,False
2000-08-06,Malaysia,Myanmar,6,0,Friendly,Kuala Lumpur,Malaysia,False,True
2000-08-08,Lebanon,Oman,1,2,Friendly,Zahlé,Lebanon,False,False
2000-08-09,Malaysia,Myanmar,1,2,Friendly,Ipoh,Malaysia,False,False
2000-08-09,Syria,Bahrain,1,0,Friendly,Latakia,Syria,False,True
2000-08-10,Costa Rica,Venezuela,1,5,Friendly,Alajuela,Costa Rica,False,False
2000-08-11,Panama,Ecuador,0,0,Friendly,Panama City,Panama,False,False
2000-08-13,Lesotho,Zimbabwe,0,3,COSAFA Cup,Maseru,Lesotho,False,False
2000-08-13,Malaysia,New Zealand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,False
2000-08-13,Syria,Jordan,1,0,Friendly,Latakia,Syria,False,True
2000-08-15,Albania,Cyprus,0,0,Friendly,Tirana,Albania,False,False
2000-08-15,Chile,Brazil,3,0,FIFA World Cup qualification,Santiago,Chile,False,True
2000-08-15,Colombia,Uruguay,1,0,FIFA World Cup qualification,Bogotá,Colombia,False,True
2000-08-15,Costa Rica,Guatemala,2,1,FIFA World Cup qualification,Alajuela,Costa Rica,False,True
2000-08-15,Malaysia,Oman,2,0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,True
2000-08-15,Mexico,Canada,2,0,FIFA World Cup qualification,Mexico City,Mexico,False,True
2000-08-16,Honduras,Saint Vincent and the Grenadines,6,0,FIFA World Cup qualification,Tegucigalpa,Honduras,False,True
